dt,"time",device_name,house_number,user_id,country_code,program_title,season,season_episode,genre,product_type
2018-10-01,17:59:27,androiddash,20328013,3QuofPX23Pxh2pPsT18_qtF5Q1Slrrx0,se,PAW Patrol,3,S03E03,Series Kids,svod
2018-10-01,00:31:28,ios,V27289,hRPi_EH2_Bu34_ggXXr8l2Nt3rvGCldO,se,Scrubs,4,S04E09,Series Other,svod
2018-10-01,13:11:23,pcdash,V27300,hRPi_EH2_Bu34_ggXXr8l2Nt3rvGCldO,se,Scrubs,4,S04E20,Series Other,svod
2018-10-01,22:45:56,pcdash,V27316,hRPi_EH2_Bu34_ggXXr8l2Nt3rvGCldO,se,Scrubs,5,S05E11,Series Other,svod
2018-10-01,12:27:44,lg2013xdk,20483823,359405AA4128CB8A,dk,Fantasten,"","",Movies Other,svod
2018-10-01,02:33:40,pcdash,20501485,cR00VEiDsAz_I3WZPwj4FRsKmrqfDO4i,fi,Last Man on Earth,3,S03E09,Series Other,svod
2018-10-01,04:37:11,pcdash,20501491,cR00VEiDsAz_I3WZPwj4FRsKmrqfDO4i,fi,Last Man on Earth,3,S03E15,Series Other,svod
2018-10-01,05:18:17,pcdash,20501493,cR00VEiDsAz_I3WZPwj4FRsKmrqfDO4i,fi,Last Man on Earth,3,S03E17,Series Other,svod
2018-10-01,15:00:08,lg2017xdk,0028201810011500,4270DEC8A615E0DA,se,Tunnelbanan,"","",Other,svod
2018-10-01,15:46:15,atv,20389327,8fLv9XsmLc7XYSeptaddl9Z3D5FzbcHW,se,Thunderbirds Are Go,2,S02E07,Series Kids,svod
2018-10-01,13:16:31,atv,20470940,rCSXffyOhIR94sOWQb1TujhZnXmE8qo1,dk,Futurama,9,S09E13,Series Other,svod
2018-10-01,19:21:27,lg2016xdk,V03951,Fvt0w35NlmSo0TGysO8VPG8sjkzZM_Km,se,Night at the Museum: Battle of the Smithsonian,"","",Movies Other,svod
2018-10-01,15:57:16,pchls,20537136,ywu6xJQ0rMAMgP1XVSoshb4UfyahJtbw,fi,KHL,2015,"",Sports,svod
2018-10-01,06:45:55,androiddash,V47441,4Jsi2NHsF8kwnERqhB5aUGwSh0F6rEGc,no,iCarly,2,S02E33,Series Kids,svod
2018-10-01,20:15:33,ios,20538245,263F17C82807CF6C,dk,NFL Live,2015,"",Sports,svod
2018-10-01,01:06:52,androiddash,20365708,zeDBPrQnt1KbqPmpQyS3iJ_df2IjQcZS,no,Paradise Hotel Norge,9,S09E13,Own Production,svod
2018-10-01,21:55:34,ios,20487812,h4Jmrladhsin_TBUiQc0ouU51yoGte72,se,Liv and Maddie,2,S02E12,Series Kids,svod
2018-10-01,07:19:55,ios,20328021,1PUMxGwQ8NI_nRmqxAkQFBhPIfN99Kez,no,PAW Patrol,3,S03E11,Series Kids,svod
2018-10-01,19:17:39,atv,20514852,rz3OgV6XMj7bB152rEA7e4LYQaNdAk3X,se,Ingen utan skuld,1,S01E04,Series Other,svod
2018-10-01,19:04:26,samsung2012xdk,20246312,2Agr_rMTqmsgHs_MAuig7m0eq5wKhyBQ,no,Nashville,4,S04E11,Series Other,svod
2018-10-01,08:06:05,samsung2015xdk,20437805,2Agr_rMTqmsgHs_MAuig7m0eq5wKhyBQ,no,Henry Danger,2,S02E16,Series Kids,svod
2018-10-01,13:11:37,ios,20258381,152D65A5D411B748,se,NCIS,13,S13E01,Series Other,svod
2018-10-01,18:19:42,chromecast,20530596,d51CiF8HsvN1sJBMNzRqEICJLLjs9skO,se,Målklubben,2,S02E07,Series Other,svod
2018-10-01,07:43:28,pchls,20278382,QkhJ81V1fpgUvFoy4T_ZZgKMFpow4Kng,dk,Paradise Hotel Danmark,12,S12E35,Own Production,svod
2018-10-01,16:55:35,pchls,20379948,QkhJ81V1fpgUvFoy4T_ZZgKMFpow4Kng,dk,Paradise Hotel Danmark,13,S13E11,Series Reality,svod
2018-10-01,04:58:51,pchls,20278377,QkhJ81V1fpgUvFoy4T_ZZgKMFpow4Kng,dk,Paradise Hotel Danmark,12,S12E30,Own Production,svod
2018-10-01,19:43:26,pchls,20379953,QkhJ81V1fpgUvFoy4T_ZZgKMFpow4Kng,dk,Paradise Hotel Danmark,13,S13E16,Series Reality,svod
2018-10-01,15:35:16,pcdash,V27262,J3skxLB4WM4Xx__lQoRh2XwoVQbnq_d_,dk,Scrubs,3,S03E04,Series Other,svod
2018-10-01,16:02:15,atv,S18267,PdskMdE6yCOL0RpwxQo2mgP5_nT2YCUD,no,Dora the Explorer,1,S01E06,Series Kids,svod
2018-10-01,09:30:41,pcdash,20538231,DNmK1F_NwFzc5oSjlQroVlDq9OXlL09C,no,NFL Live,2015,"",Sports,svod
2018-10-01,15:00:18,samsung2014xdk,20507563,iClY2_JGCT6TREuval4iURzSZ06BVnHq,se,Sunny Bunnies,1,S01E25,Series Kids,svod
2018-10-01,14:45:25,samsung2014xdk,20507559,iClY2_JGCT6TREuval4iURzSZ06BVnHq,se,Sunny Bunnies,1,S01E21,Series Kids,svod
2018-10-01,19:10:19,lg2014xdk,20519544,8Z8MUVx816dFGFUFkpfbdjeHqeRYViu1,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,20:14:06,ios,20535919,hUR_uj3MX_mOzguHRgcb30AaBnoagptY,dk,New Amsterdam,1,S01E01,Series Other,svod
2018-10-01,12:28:19,samsung2016xdk,20212121,8N3Q7HVluSt_by6GErr4LfG18ylYAoHl,no,The Fosters,2,S02E05,Series Other,svod
2018-10-01,21:20:37,samsung2016xdk,20212129,8N3Q7HVluSt_by6GErr4LfG18ylYAoHl,no,The Fosters,2,S02E13,Series Other,svod
2018-10-01,00:07:32,pchls,20505415,Gv2eXSODi6IHq1Uvptvd_MhTg9QUDv7_,no,Love Island Norge,1,S01E32,Own Production,svod
2018-10-01,13:19:37,ios,20501982,OQJFd4AzPFQw0qXAvegHnKDW2W68ePnF,se,Paradise Hotel Sverige,9,S09E12,Own Production,svod
2018-10-01,18:23:37,ios,20465621,zyQqvZuhVZ6xPtNUT81cVUZHulDnnhT_,se,Vikings,1,S01E09,Series Other,svod
2018-10-01,18:27:51,ios,0029201810011830,BCE624AC192B6F8D,se,Gränsbevakarna Australien,"","",Other,svod
2018-10-01,04:59:27,ios,20236864,87DDDD8F857BED06,se,Peppa Pig,1,S01E33,Series Kids,svod
2018-10-01,05:09:30,ios,20236866,87DDDD8F857BED06,se,Peppa Pig,1,S01E35,Series Kids,svod
2018-10-01,07:04:09,lg2016xdk,20236870,87DDDD8F857BED06,se,Peppa Pig,1,S01E39,Series Kids,svod
2018-10-01,07:32:50,lg2016xdk,20236876,87DDDD8F857BED06,se,Peppa Pig,1,S01E45,Series Kids,svod
2018-10-01,18:57:36,pcdash,20501983,0B665DA845999FD5,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,15:16:42,samsung2016xdk,20257705,M45BzV2bvsOhOg8CtAmbxkXftvAdz0b_,dk,Curious George,"","",Movies Kids,svod
2018-10-01,16:03:02,androiddash,20400270,12J8glVM2TR_8ctC6_z8w5oXOIVsKrry,se,My Name Is Earl,4,S04E02,Series Other,svod
2018-10-01,17:48:08,atv,V06092,IafNu5q_IZgEHtJAeLi4m4aewU5B1cg6,dk,Familien fra Bryggen,5,S05E05,Own Production,svod
2018-10-01,15:59:30,chromecast,20514516,UiixGFsEwV97LdZ_lJJSsP3659Q0trZT,dk,Hånd i hånd,1,S01E04,Series Other,svod
2018-10-01,14:29:35,atv,20337885,DPkN3xw_nz1gZkwhQ3xIXQbQNNnJai6n,no,Shimmer and Shine,1,S01E14,Series Kids,svod
2018-10-01,14:55:07,lg2013xdk,20505415,nzWeVnNGSGlcemOedupB2j6o0RHTH_On,no,Love Island Norge,1,S01E32,Own Production,svod
2018-10-01,11:10:41,samsung2015xdk,20348893,D8B5ECC0C4C68928,dk,Quantico,2,S02E20,Series Other,svod
2018-10-01,22:08:04,androiddash,V01023,3IHylmJAD0GewVRipXHsr_Cg10_q7y85,se,NCIS: Los Angeles,5,S05E07,Series Other,svod
2018-10-01,14:53:59,ios,20519670,JTxXiD51B_4OyWN3C_xSqSgTLdio1G_D,dk,Forsidefruer,4,S04E04,Own Production,svod
2018-10-01,18:05:23,ios,20437634,zRouNoFLyg6WAyCmKOAFPT5WlIkFDPHu,dk,Game Shakers,1,S01E16,Series Kids,svod
2018-10-01,00:57:34,androiddash,S22338,5BCF42F1B11834EC,se,Seinfeld,2,S02E12,Series Other,svod
2018-10-01,20:43:19,androiddash,20414790,vCUsZhwP_0kvI_a75HISWIQEtQiban38,dk,The Amazing World of Gumball,5,S05E04,Series Kids,svod
2018-10-01,21:21:10,pcdash,V28473,20597114D976CAF4,se,Community,3,S03E09,Series Other,svod
2018-10-01,20:02:57,atv,S22339,333C941B6E65CCF2,se,Seinfeld,3,S03E01,Series Other,svod
2018-10-01,10:16:15,ios,20437600,oTlhoJVHJlNevhmPNnePv_wAByJcXLoH,se,Bella and the Bulldogs,2,S02E19,Series Kids,svod
2018-10-01,15:56:15,ios,20328024,_jDYY31P5SknfNV68WacfjvYDqsQ_2ue,se,PAW Patrol,3,S03E14,Series Kids,svod
2018-10-01,17:42:56,chromecast,20347936,862E42F581482CE1,se,Blindspot,1,S01E11,Series Other,svod
2018-10-01,19:42:26,atv,20514851,Qrp1_sigKNeFPpVv53ObUAvRZZzHQ7vg,se,Ingen utan skuld,1,S01E03,Series Other,svod
2018-10-01,15:48:49,pcdash,V46494,WSMIpx5JLP_DDqwqghtNwhBSHm8eEttK,se,Victorious,3,S03E02,Series Kids,svod
2018-10-01,13:40:04,ios,20304103,r3JZ2d8SyQmO8FBtE_VCE0xsmnruQMmn,se,Winx Club,4,S04E22,Series Kids,svod
2018-10-01,06:18:53,androiddash,20451068,TchfYLdkaW0JSqgFItEqMB_hYyCjqHir,fi,Empire,4,S04E07,Series Other,svod
2018-10-01,17:41:49,atv,20389103,B5647C4C24EF50E1,dk,The Haunted Hathaways,2,S02E06,Series Kids,svod
2018-10-01,18:47:46,atv,9750201810011800,B5647C4C24EF50E1,dk,Grey's Anatomy,"","",Other,svod
2018-10-01,11:09:24,atv,20376390,Dp6tcRY53G7W3FILIZahVPE3c_HPfG8n,dk,Outsiders,2,S02E09,Series Other,svod
2018-10-01,21:13:09,pcdash,20336649,L2iS_X9uM4tz_XY1LDM_XCw9e0L9cOKy,se,Empire,3,S03E17,Series Other,svod
2018-10-01,06:40:52,atv,0155201809301800,CBA72E0FB59B1FB1,se,American Pickers,"","",Other,svod
2018-10-01,17:00:02,philips2017xdk,0182201810011700,5yZXDv9eCGMeHhkq5jbiN30Y_gH42wPs,se,Million Dollar Listing New York,"","",Other,svod
2018-10-01,14:15:24,ios,20523160,Pdp9felin5KbwjwVwcu_rTX2ivuxI87q,no,Fireman Sam,6,S06E02,Series Kids,svod
2018-10-01,13:42:34,ios,20523181,Pdp9felin5KbwjwVwcu_rTX2ivuxI87q,no,Fireman Sam,6,S06E23,Series Kids,svod
2018-10-01,17:18:47,pcdash,20505412,dRVzB46EuIALPbxBVr2TWuJqLTfdDIZV,no,Love Island Norge,1,S01E30,Own Production,svod
2018-10-01,19:48:17,chromecast,20519544,jKvHjusU4G_DqPnUflV5U9jQke5_f_1I,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,16:37:11,ios,V47402,b_88augP1uim4e_rUHFaI0YLbz4HZZGs,se,iCarly,2,S02E02,Series Kids,svod
2018-10-01,13:11:26,ios,V12032,b_88augP1uim4e_rUHFaI0YLbz4HZZGs,se,iCarly,1,S01E25,Series Kids,svod
2018-10-01,21:32:39,ps3xdk,20346071,E8954BFD9C2E8B10,dk,X-Men: Apocalypse,"","",Movies Other,svod
2018-10-01,09:10:53,ios,20524369,q6cbfS5CWN9cWT8EEaXpUyCJxnBmro_X,dk,1. Division,2015,"",Sports,svod
2018-10-01,10:30:39,samsung2014xdk,20308743,q6cbfS5CWN9cWT8EEaXpUyCJxnBmro_X,dk,Ray Donovan,2,S02E05,Series Other,svod
2018-10-01,00:13:12,androiddash,20470936,49336F9042B174F4,dk,Futurama,9,S09E09,Series Other,svod
2018-10-01,07:36:58,ios,20429467,86U9Gjho6URwSsEzKg4vjmgqPdmd_tX9,no,The Fosters,4,S04E06,Series Other,svod
2018-10-01,00:04:28,samsung2017xdk,20402773,6eM2yTQbNm7P6sgHjqE1_6tO2EndAYOp,no,11.22.63,1,S01E01,Series Other,svod
2018-10-01,11:35:35,pcdash,V34698,nBE9kHErgy9YA1XWywW8gjn2B3gZSf5D,no,Community,1,S01E03,Series Other,svod
2018-10-01,11:56:11,pcdash,V34699,nBE9kHErgy9YA1XWywW8gjn2B3gZSf5D,no,Community,1,S01E04,Series Other,svod
2018-10-01,18:27:55,samsung2016xdk,20525500,WTX1r_Eq8s5Gk8XWF3j1IA9_ws4pWh5e,se,Lyxfällan,25,S25E02,Own Production,svod
2018-10-01,01:21:34,pcdash,20402779,9_akTXy5aDjjol419YLtTcOVYxiIxm0A,no,11.22.63,1,S01E07,Series Other,svod
2018-10-01,19:11:12,samsung2016xdk,20519557,NQV_aq5Kt3v5yw3Akr1GPl4fAuEMpfMv,dk,Til Middag Hos,8,S08E05,Own Production,svod
2018-10-01,10:20:48,atv,20197467,DiXDkZ49Nif_anN_UGfoChanhICsLpiB,se,PAW Patrol,1,S01E05,Series Kids,svod
2018-10-01,06:02:05,samsung2017xdk,V45243,OjF_RVdXvr5x6Qy7d6jRRwRDJCy1gfGK,fi,Team Umizoomi,2,S02E07,Series Kids,svod
2018-10-01,16:29:47,samsung2017xdk,20389083,3E5CD4719AC601EC,se,The Haunted Hathaways,1,S01E14,Series Kids,svod
2018-10-01,11:47:14,samsung2017xdk,20437598,3E5CD4719AC601EC,se,Bella and the Bulldogs,2,S02E17,Series Kids,svod
2018-10-01,21:55:27,pcdash,20421385,0B3t4qFWj5cwLvosiOMqFSjnRXR8Z5Ud,se,Animal Kingdom,2,S02E02,Series Other,svod
2018-10-01,06:30:59,pchls,V46497,T77SdS44DF7SToNysm0IdNLSNdblC6Og,dk,Victorious,3,S03E05,Series Kids,svod
2018-10-01,07:47:58,ps4xdk,V21875,5zwZK_DjQMhQ04ttDhCdJRmDa_AaM3ZN,dk,Family Guy,6,S06E10,Series Other,svod
2018-10-01,17:38:51,pcdash,20519544,E8D6256A35C89E91,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,15:09:47,ios,20506300,dqVpOF__Qsv_ZpFoszh_7pqsID6A5H1a,se,Cam & Leon,1,S01E50,Series Kids,svod
2018-10-01,18:45:59,ios,20526419,dqVpOF__Qsv_ZpFoszh_7pqsID6A5H1a,se,Unikitty!,1,S01E10,Series Kids,svod
2018-10-01,18:34:25,ios,20506254,dqVpOF__Qsv_ZpFoszh_7pqsID6A5H1a,se,Cam & Leon,1,S01E04,Series Kids,svod
2018-10-01,22:14:01,pcdash,20538759,D1095791D34BD3F6,dk,Superliga Live,2015,"",Sports,svod
2018-10-01,15:12:12,samsung2016xdk,20236857,4B6EC11EE6FE0001,dk,Peppa Pig,1,S01E26,Series Kids,svod
2018-10-01,05:06:22,ios,20274364,nHtQ9nh1oWDAPdjoIAKdfYDkGulwUN7z,se,Henry Danger,1,S01E14,Series Kids,svod
2018-10-01,19:23:41,chromecast,20379880,JCCabJRyimySfzXZucZdNWIf_3e4mtuc,dk,MasterChef - Danmarks største madtalenter,3,S03E19,Own Production,svod
2018-10-01,16:28:52,chromecast,20209029,7lStn8DwsjNNSX5otOVpfDnaW7VwBkVk,no,South Park,10,S10E12,Series Other,svod
2018-10-01,07:38:56,ps4xdk,20430527,_KaSDnBTVFdUu1xBv5EOWgIopBnJdSMx,se,Billions,2,S02E11,Series Other,svod
2018-10-01,20:58:57,pchls,20468427,M6Q4s3hB8F9w6fgLS8pxK_mq0SSZl4rs,no,S.W.A.T.,1,S01E12,Series Other,svod
2018-10-01,09:59:33,androidxdk,20490038,kGJnpY_bRT9s3KqPr__1aD3FIpfZKmH6,dk,Den utrolige historie om den kæmpestore pære,"","",Movies Kids,svod
2018-10-01,05:41:17,androidxdk,20328034,kGJnpY_bRT9s3KqPr__1aD3FIpfZKmH6,dk,PAW Patrol,3,S03E24,Series Kids,svod
2018-10-01,17:37:07,androidxdk,20273536,cANjyJcEex41cRVV5JQORijmjh8PJBV3,dk,The X-Files,1,S01E15,Series Other,svod
2018-10-01,06:19:38,chromecast,20523498,4MgWr8lfPPsA_nmpKW9c40Q26SkznoZh,dk,Postman Pat: Special Delivery Service,1,S01E13,Series Kids,svod
2018-10-01,06:34:27,chromecast,20523499,4MgWr8lfPPsA_nmpKW9c40Q26SkznoZh,dk,Postman Pat: Special Delivery Service,1,S01E14,Series Kids,svod
2018-10-01,16:34:39,chromecast,20505250,4MgWr8lfPPsA_nmpKW9c40Q26SkznoZh,dk,Peppa Pig,4,S04E24,Series Kids,svod
2018-10-01,16:09:25,chromecast,20505245,4MgWr8lfPPsA_nmpKW9c40Q26SkznoZh,dk,Peppa Pig,4,S04E19,Series Kids,svod
2018-10-01,15:13:08,pcdash,20444905,CBF78B15969B9288,dk,Til Middag Hos,7,S07E09,Own Production,svod
2018-10-01,20:16:31,pcdash,20512679,AFCB2F662B50915A,dk,The Fosters,5,S05E10,Series Other,svod
2018-10-01,18:43:20,ps4xdk,20484758,opJ_4RTDvNGak0zIIf43yJ0V_ArJAXRp,no,S.W.A.T.,1,S01E14,Series Other,svod
2018-10-01,18:18:27,chromecast,20519544,t_GOWAY24t4ejGTB0NVGY6hZffblp_9b,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,23:08:01,samsung2016xdk,V11017,61662F1650B710CD,dk,The Blacklist,1,S01E17,Series Other,svod
2018-10-01,21:58:53,ios,0028201810012200,DFEE9CFA91C0FF17,se,CSI Miami,"","",Other,svod
2018-10-01,21:01:15,samsung2017xdk,20501983,E4BCB060D6C804E9,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,17:28:17,samsung2017xdk,20471972,mP062Vc7RpvUaAY8XnxOSPyJzK6JEzFu,fi,Coco,"","",Movies Kids,svod
2018-10-01,15:08:32,atv,20505334,2qGyTG_yC19YaUStzGyxozzvnXweaZe6,no,Luksusfellen,19,S19E01,Own Production,svod
2018-10-01,18:09:26,androiddash,20396825,rZoXqllI_I1cSPS3KiDL9h5a_0tnemd3,se,The Amazing World of Gumball,4,S04E16,Series Kids,svod
2018-10-01,01:17:27,ios,20200592,_ZYEFTIUJs94z1wf3Qu1zZbsS3AlfCBi,fi,The Blacklist,3,S03E15,Series Other,svod
2018-10-01,17:09:40,pcdash,20468132,3afV0byapQD_C13zFC_1jpId_2EyaC4x,no,Better Things,1,S01E05,Series Other,svod
2018-10-01,18:06:37,pcdash,V40090,3afV0byapQD_C13zFC_1jpId_2EyaC4x,no,How I Met Your Mother,3,S03E03,Series Other,svod
2018-10-01,01:42:48,pcdash,20382874,3afV0byapQD_C13zFC_1jpId_2EyaC4x,no,How I Met Your Mother,8,S08E04,Series Other,svod
2018-10-01,02:03:25,pcdash,20382875,3afV0byapQD_C13zFC_1jpId_2EyaC4x,no,How I Met Your Mother,8,S08E05,Series Other,svod
2018-10-01,19:09:04,pcdash,V40093,3afV0byapQD_C13zFC_1jpId_2EyaC4x,no,How I Met Your Mother,3,S03E06,Series Other,svod
2018-10-01,00:19:50,pcdash,20382869,3afV0byapQD_C13zFC_1jpId_2EyaC4x,no,How I Met Your Mother,7,S07E24,Series Other,svod
2018-10-01,06:32:13,pcdash,20382888,3afV0byapQD_C13zFC_1jpId_2EyaC4x,no,How I Met Your Mother,8,S08E18,Series Other,svod
2018-10-01,08:45:11,chromecast,20484299,2KL_CKlXWx8T5WJXPDW6J8onW_r0a2Pl,dk,The Brave,1,S01E10,Series Other,svod
2018-10-01,17:10:51,lg2015xdk,20537136,Oe0XSCWDgJ9i2lSHPpln_BUBuhPzchHx,fi,KHL,2015,"",Sports,svod
2018-10-01,05:39:35,ios,20382844,wAOzgHv87j8JUOA2Akw8M5W65qpqg_la,fi,How I Met Your Mother,6,S06E01,Series Other,svod
2018-10-01,13:03:21,ios,20382826,wAOzgHv87j8JUOA2Akw8M5W65qpqg_la,fi,How I Met Your Mother,6,S06E07,Series Other,svod
2018-10-01,18:50:54,androiddash,20532851,hSlVZvqvnQ08kPGJQ7uHI9bwFyL_4MKa,fi,Barclays Premier League Football Live,2015,"",Sports,svod
2018-10-01,08:05:45,lg2016xdk,20468421,wgTJEDL9G7xerlvNU6LpmpInoI1Qtc5Q,dk,S.W.A.T.,1,S01E06,Series Other,svod
2018-10-01,07:16:55,androiddash,20197487,Ori70XCVb2wN0uTv0jZ3bn04T8iok8nb,no,PAW Patrol,1,S01E25,Series Kids,svod
2018-10-01,21:07:28,pcdash,20531307,8E9xiPBaf6zLWjoKmHLkiefxlfouz_ji,no,Charterfeber,9,S09E09,Own Production,svod
2018-10-01,19:02:34,ios,0216201810011800,7293875F5A8DF4FF,se,It Comes at Night,"","",Other,svod
2018-10-01,15:30:12,androiddash,20366828,Z23JFpRl5N4JL6_fOZmNcpYnS2pw6B8K,se,NCIS,14,S14E01,Series Other,svod
2018-10-01,14:23:41,pcdash,V46515,r8XqubyY3rbroaAan325XJVW7QAIamyr,dk,Victorious,3,S03E21,Series Kids,svod
2018-10-01,17:37:15,chromecast,20538390,85050A474AB31693,se,NHL Live,2015,"",Sports,svod
2018-10-01,17:46:21,atv,20258453,yi6zGUhyBIx695rNIdgOGwTuM45O3MgQ,dk,Frasier,2,S02E22,Series Other,svod
2018-10-01,19:34:52,androiddash,20273620,D7DFFD8FCD08E149,se,The X-Files,4,S04E24,Series Other,svod
2018-10-01,15:53:38,samsung2016xdk,20273608,FIZD25Q6Dvm4T4xpocSH1z4TF_yOtX6k,se,The X-Files,4,S04E12,Series Other,svod
2018-10-01,19:34:09,pcdash,V22167,UnHBSr1tO4_CGmuE6y4bMaj0ezqOKpqf,se,Weeds,7,S07E03,Series Other,svod
2018-10-01,06:06:42,atv,V45249,i_2vKz6mEE2d2IRDcXWPBJa3XPrJMYEF,dk,Team Umizoomi,2,S02E13,Series Kids,svod
2018-10-01,17:58:25,androiddash,20437134,Viwvz8y_9JugiwnkT7UurolOMuDOC49X,no,The Fate of the Furious,"","",Movies Other,svod
2018-10-01,05:34:15,ios,20293595,MCvffyWG8S_0iG68MZuc9afg9__rH1Wu,dk,Dora the Explorer,7,S07E10,Series Kids,svod
2018-10-01,22:18:51,ios,20382812,EE852D955C74BFB1,se,How I Met Your Mother,5,S05E17,Series Other,svod
2018-10-01,00:09:50,ios,20382802,EE852D955C74BFB1,se,How I Met Your Mother,5,S05E07,Series Other,svod
2018-10-01,08:55:50,lg2013xdk,20519543,tqqo11SDS0CvFjGU0_Urthq_Trzy25gw,dk,Robinson Ekspeditionen,20,S20E05,Own Production,svod
2018-10-01,19:54:33,lg2013xdk,S47142,tqqo11SDS0CvFjGU0_Urthq_Trzy25gw,dk,D3: The Mighty Ducks,"","",Movies Other,svod
2018-10-01,12:43:11,lg2013xdk,S84705,tqqo11SDS0CvFjGU0_Urthq_Trzy25gw,dk,Stepmom,"","",Movies Other,svod
2018-10-01,07:49:16,atv,20475087,0nDON5M_XVfH0PPmlVL7LkP_cXEOzrlX,no,Dora and Friends: Into the City!,2,S02E06,Series Kids,svod
2018-10-01,12:20:48,atv,20519559,08A926A612575A3D,dk,Til Middag Hos,8,S08E07,Own Production,svod
2018-10-01,17:44:24,samsung2017xdk,20380983,JLexUrl0SQhcsT0IcOftPLrWnliTPCJE,fi,American Dad,10,S10E06,Series Other,svod
2018-10-01,17:11:19,androiddash,0215201810011600,YdgcEIyGNHd_Q8sBCNdhkwW7MOVpFFVZ,se,Maudie,"","",Other,svod
2018-10-01,20:11:53,chromecast,0028201810012000,YdgcEIyGNHd_Q8sBCNdhkwW7MOVpFFVZ,se,Breaking News med Filip & Fredrik,"","",Other,svod
2018-10-01,16:55:19,ios,20501981,KER5ti8yEAoH0vFhBax5B5WCAhSwgJOS,se,Paradise Hotel Sverige,9,S09E11,Own Production,svod
2018-10-01,04:04:39,ios,0126201810010020,HcRZL9RwhJtjHWIzkkiGhTh1yfscWWxX,se,American Dad,"","",Other,svod
2018-10-01,19:47:26,androiddash,20468426,2C0676F0FED54109,se,S.W.A.T.,1,S01E11,Series Other,svod
2018-10-01,13:52:56,pcdash,20310242,6J5lNPYKv91VriHdHmnkcXqRhHGU6Hnt,se,Paradise Hotel Sverige,7,S07E08,Own Production,svod
2018-10-01,15:53:24,ios,20477566,ws8MHRrktMPET66nmr2wNybuQjc5HwYb,se,Girls Trip,"","",Movies Other,svod
2018-10-01,15:28:28,ios,20501983,hwGAQN3Flm3acX5odozppenA1_lASxdl,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,19:39:28,atv,20501983,FVasWTA1ft3Y3GccD5l4tH_NmJ16NplG,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,16:51:10,chromecast,20501983,7C944A1789E1CC5C,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,17:09:12,samsung2016xdk,10056613,66444906000FE80C,se,The Affair,1,S01E02,Series Other,svod
2018-10-01,18:21:45,chromecast,20444979,BE3swyTDnszMohlL87xrll1Iyr8QXGUQ,dk,Forsidefruer,2,S02E05,Own Production,svod
2018-10-01,20:16:52,chromecast,20437756,VHqms0DanD0TTnjXkP3ufOCYduFnvPSk,dk,The Thundermans,3,S03E21,Series Kids,svod
2018-10-01,19:54:05,samsung2014xdk,20281600,9DD408B748F46C87,no,Mr. Robot,1,S01E06,Series Other,svod
2018-10-01,20:37:48,androiddash,0155201810012030,VdtTI_VFMm7hdzzIy1NlIkmLoJhhiX_r,se,Las Vegas Jailhouse,"","",Other,svod
2018-10-01,17:08:46,ios,20519544,CE62B922F0D198B6,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,16:36:19,samsung2015xdk,20382878,eJCtbbFYyT2hna6QM0gdCIFk4T8tU_cp,se,How I Met Your Mother,8,S08E08,Series Other,svod
2018-10-01,14:31:56,samsung2015xdk,20382872,eJCtbbFYyT2hna6QM0gdCIFk4T8tU_cp,se,How I Met Your Mother,8,S08E02,Series Other,svod
2018-10-01,00:04:45,pcdash,V46481,w4zrDgRffcmcTR2uEII_0BUXdpd_y9zo,dk,Victorious,2,S02E02,Series Kids,svod
2018-10-01,00:49:28,pcdash,V46485,w4zrDgRffcmcTR2uEII_0BUXdpd_y9zo,dk,Victorious,2,S02E04,Series Kids,svod
2018-10-01,17:00:51,atv,20519561,LMw9hQXGFm_6A6hgldBLuj_fNzTTDrnZ,dk,Til Middag Hos,8,S08E09,Own Production,svod
2018-10-01,16:58:34,atv,V06090,LMw9hQXGFm_6A6hgldBLuj_fNzTTDrnZ,dk,Familien fra Bryggen,5,S05E03,Own Production,svod
2018-10-01,13:33:28,samsung2014xdk,20376275,Gmds64CyOw57_WwNSo6NuE77fRcNRST4,no,Last Man Standing,1,S01E15,Series Other,svod
2018-10-01,21:32:58,samsung2014xdk,20376366,Gmds64CyOw57_WwNSo6NuE77fRcNRST4,no,Last Man Standing,2,S02E04,Series Other,svod
2018-10-01,17:52:58,ios,20519558,a3c_CMKnLwrTq_wZIuq95yGYm259H92Q,dk,Til Middag Hos,8,S08E06,Own Production,svod
2018-10-01,15:05:45,ps4xdk,20538740,nfbPkbABZZ78xYzcYesvuFg2KO7mJwgC,dk,Sportmagasin football,"","",Sports,svod
2018-10-01,16:18:16,samsung2015xdk,20362948,oc4BYmOwit3_6U7SljTtA4tomCxEqtoV,dk,Peppa Pig,1,S01E53,Series Kids,svod
